ttl	ip             	rtt (ms)
1	10.0.2.2	0.605440
6	200.89.161.133	17.592303
7	200.89.165.5	14.477444
8	200.89.165.250	0.000000
9	190.216.88.33	4.258164
10	67.17.94.249	124.712253
13	4.68.127.54	0.000000
14	129.250.4.250	5.337596
15	129.250.2.219	19.558668
16	129.250.7.69	9.022450
17	129.250.3.123	0.000000
18	204.1.253.166	4.752994
19	202.158.194.172	120.140688
20	182.255.119.139	0.000000
21	210.7.39.251	0.000000
22	210.7.39.178	1.102209
