ttl	ip             	rtt (ms)
1	192.168.0.1	4.308625
6	200.89.161.137	18.705642
7	200.89.165.130	0.000000
8	200.89.165.222	0.000000
9	195.22.220.102	0.190179
10	89.221.41.171	117.776028
11	89.221.41.171	1.095780
12	154.54.9.17	6.055641
13	154.54.80.41	4.466438
14	154.54.24.193	6.113100
15	154.54.7.157	6.654612
16	154.54.40.105	1.428326
17	154.54.40.61	1.696618
18	154.54.43.17	11.913840
19	154.54.25.125	0.000000
20	38.122.43.230	0.000000
23	24.226.222.226	7.912009
24	209.222.235.26	0.000000
